id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
5639851,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
363079,19,2012-05-01,2015-09-06,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,0.0,0.0,1,0.44
7928508,1,2015-10-31,2015-10-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
3351416,25,2014-07-07,2015-10-12,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.53
8104469,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
8064122,2,2015-10-11,2015-10-25,100.0,10.0,10.0,10.0,10.0,9.0,8.0,1.0,flexible,1.0,1.0,1,2.0
6635006,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8630661,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5592674,2,2015-10-05,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.71
4078567,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
8131126,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
1305261,4,2014-10-13,2015-05-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,2,0.31
2514670,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
698313,12,2013-03-14,2015-08-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.37
6075985,8,2015-05-30,2015-11-04,95.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,2,1.47
8595840,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5588905,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4871059,54,2015-01-04,2015-11-02,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,0.0,0.0,6,5.24
2582807,1,2015-07-25,2015-07-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,17,0.28
4378321,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
1668551,1,2014-03-12,2014-03-12,100.0,10.0,6.0,10.0,10.0,10.0,8.0,1.0,strict,1.0,1.0,1,0.05
1989247,54,2014-02-24,2015-10-22,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,1,2.6
959555,81,2013-10-15,2015-10-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,3.22
2454628,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
7920361,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
1165854,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
7345104,0,,,,,,,,,,1.0,strict,1.0,1.0,3,
5538048,2,2015-03-17,2015-10-12,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.25
7144120,3,2015-10-11,2015-11-01,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,3.0
8814719,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5124034,3,2015-03-15,2015-04-27,80.0,9.0,8.0,10.0,9.0,10.0,7.0,1.0,strict,1.0,1.0,2,0.38
8323087,0,,,,,,,,,,1.0,flexible,0.0,1.0,2,
5374688,6,2015-03-11,2015-11-04,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,strict,1.0,1.0,1,0.74
325889,1,2012-03-14,2012-03-14,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,strict,1.0,0.0,1,0.02
7787903,1,2015-10-19,2015-10-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.0
934247,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4129565,7,2014-11-10,2015-10-29,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,0.58
668941,33,2012-10-17,2015-10-22,93.0,10.0,9.0,9.0,9.0,10.0,9.0,1.0,moderate,1.0,1.0,3,0.89
658066,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5319366,1,2015-03-18,2015-03-18,80.0,6.0,10.0,6.0,4.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.13
1704436,20,2013-11-11,2015-05-19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.83
21126,15,2013-02-06,2015-09-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,10,0.45
381240,2,2013-03-14,2014-03-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,strict,1.0,0.0,2,0.06
5571857,5,2015-03-11,2015-05-26,96.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,5,0.62
4347371,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5180180,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
2918188,35,2014-05-25,2015-10-30,93.0,10.0,9.0,9.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,7,1.97
2056845,2,2014-03-13,2015-03-18,90.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,strict,1.0,1.0,1,0.1
8487747,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7969462,14,2015-09-08,2015-10-24,96.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,6.89
666423,1,2014-03-09,2014-03-09,97.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,strict,1.0,1.0,3,0.05
5933708,11,2015-04-20,2015-08-09,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.63
8355635,4,2015-10-12,2015-11-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,moderate,1.0,1.0,1,4.0
8455007,1,2015-10-19,2015-10-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.0
1801078,2,2014-10-13,2015-03-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.15
7320395,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8321562,1,2015-10-27,2015-10-27,100.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.0
540377,3,2013-03-12,2014-03-13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,2,0.09
2356432,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
1868668,19,2014-03-13,2015-11-02,85.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,7,0.94
5532027,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
4235007,12,2014-10-13,2015-10-11,93.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,1,0.92
2326028,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5259718,6,2015-03-17,2015-10-27,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,0.0,0.0,9,0.76
8558348,1,2015-10-24,2015-10-24,100.0,8.0,8.0,10.0,10.0,8.0,8.0,0.0,strict,1.0,1.0,10,1.0
7818596,1,2015-10-12,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
5617900,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4881360,1,2015-03-19,2015-03-19,100.0,10.0,10.0,8.0,10.0,10.0,6.0,1.0,strict,0.0,0.0,17,0.13
4598447,11,2015-02-18,2015-10-26,96.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,1.25
5466206,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5806636,3,2015-05-30,2015-08-20,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,17,0.56
1147858,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5297978,1,2015-03-16,2015-03-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.13
2436752,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
4891104,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
14765,9,2013-03-12,2015-10-04,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,0.28
4564343,4,2014-12-16,2015-08-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,0.37
3967679,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2487865,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8389620,3,2015-09-28,2015-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,2.2
7748653,4,2015-09-28,2015-11-02,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,2.93
7033887,4,2015-09-07,2015-10-25,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,6,1.9
5374761,4,2015-03-19,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.51
4025723,17,2014-10-19,2015-10-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.32
5480221,4,2015-04-26,2015-10-05,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,2,0.61
931516,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
6993283,2,2015-09-07,2015-10-11,90.0,8.0,8.0,10.0,9.0,9.0,8.0,1.0,strict,1.0,1.0,1,0.97
355232,2,2013-03-18,2014-03-12,98.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.06
5340114,2,2015-09-07,2015-09-21,100.0,9.0,10.0,10.0,10.0,8.0,9.0,1.0,strict,1.0,1.0,2,0.95
5511535,18,2015-03-18,2015-10-24,97.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,2.3
676960,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
14577,15,2010-02-28,2015-08-09,95.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,4,0.22
7635305,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5362539,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2535565,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2489396,0,,,,,,,,,,0.0,moderate,1.0,1.0,1,
2386416,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
3151369,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
4754115,5,2015-01-02,2015-10-26,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,strict,1.0,1.0,1,0.48
776649,3,2013-03-14,2015-05-26,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.09
8634046,1,2015-10-10,2015-10-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
2355603,1,2014-04-14,2014-04-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,0.05
280450,7,2013-10-08,2015-10-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,4,0.28
8615089,11,2015-10-04,2015-11-03,93.0,9.0,9.0,10.0,9.0,9.0,10.0,0.0,flexible,1.0,1.0,1,9.17
8521285,2,2015-10-13,2015-10-18,100.0,10.0,,,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,2.0
280457,7,2012-09-17,2015-09-27,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,4,0.18
5041559,13,2015-04-11,2015-10-25,95.0,10.0,10.0,10.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,2,1.84
8485494,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
6995128,5,2015-07-06,2015-10-19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,0.0,0.0,1,1.2
4703527,6,2014-12-08,2015-09-29,93.0,9.0,9.0,9.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,17,0.54
2396602,18,2014-03-11,2015-10-26,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,0.89
1221070,59,2013-07-14,2015-10-12,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,4,2.09
4403427,20,2014-11-03,2015-11-05,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,7,1.62
2200205,19,2014-08-27,2015-11-03,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,1.3
587572,45,2012-09-17,2015-10-12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.18
5928354,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8389915,3,2015-09-28,2015-10-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,moderate,1.0,1.0,1,2.2
4786928,3,2015-03-19,2015-06-05,87.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,moderate,1.0,1.0,1,0.38
4032235,29,2014-11-28,2015-11-01,98.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,6,2.52
70812,70,2011-03-16,2015-10-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,0.0,1,1.24
7955026,3,2015-09-25,2015-10-18,87.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,2,2.0
1861421,4,2015-10-05,2015-10-26,95.0,10.0,10.0,9.0,9.0,10.0,10.0,1.0,moderate,1.0,1.0,1,3.43
5499190,13,2015-04-20,2015-10-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.92
7171128,14,2015-07-20,2015-10-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,7,3.75
5535028,1,2015-03-22,2015-03-22,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,0.13
2617493,32,2014-03-31,2015-09-28,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.64
715170,35,2013-11-29,2015-10-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,1.48
8338265,3,2015-09-26,2015-10-13,80.0,8.0,8.0,9.0,8.0,7.0,7.0,1.0,moderate,1.0,1.0,1,2.09
1592065,37,2013-10-18,2015-10-26,95.0,9.0,10.0,10.0,10.0,9.0,9.0,0.0,strict,1.0,0.0,1,1.48
5231950,3,2015-06-24,2015-09-01,,,,,,,,1.0,strict,1.0,1.0,1,0.65
4453016,26,2014-12-25,2015-10-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,7,2.45
6325661,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7818619,1,2015-10-25,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,flexible,1.0,1.0,1,1.0
5682215,23,2015-03-19,2015-11-01,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,3,2.95
8459671,5,2015-09-27,2015-10-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,3.57
5363743,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
7351170,6,2015-09-14,2015-10-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,strict,1.0,1.0,1,3.27
8916679,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8480556,5,2015-09-27,2015-11-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,3.57
4137101,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8666522,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
2210299,41,2014-02-16,2015-10-13,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,4,1.95
7308730,7,2015-09-28,2015-10-27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,5.12
5455158,10,2015-03-08,2015-09-08,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.22
3361161,3,2014-12-27,2015-04-19,93.0,9.0,10.0,9.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,17,0.28
8532925,1,2015-10-13,2015-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
8402063,6,2015-09-22,2015-10-30,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,3.83
2488976,1,2015-10-06,2015-10-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.88
1920342,13,2014-03-13,2015-11-01,98.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,0.0,0.0,2,0.64
4174499,48,2014-11-02,2015-11-05,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,4,3.88
8831082,2,2015-10-25,2015-11-01,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,flexible,1.0,1.0,1,2.0
8597677,4,2015-10-05,2015-11-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,3.43
2142336,3,2014-10-21,2015-10-22,100.0,10.0,10.0,7.0,8.0,10.0,8.0,1.0,strict,1.0,1.0,7,0.23
8337430,4,2015-09-21,2015-10-27,100.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,2.45
4304020,11,2015-02-04,2015-04-21,96.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.19
5445354,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5414630,17,2015-03-05,2015-10-20,92.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,strict,1.0,1.0,1,2.06
5250965,1,2015-06-13,2015-06-13,80.0,8.0,10.0,6.0,6.0,10.0,10.0,1.0,strict,1.0,1.0,7,0.2
5651232,2,2015-03-30,2015-05-04,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,2,0.27
4249149,18,2015-05-26,2015-11-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,strict,1.0,1.0,1,3.25
7383664,1,2015-09-29,2015-09-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,0.75
1183604,8,2015-04-13,2015-10-06,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,2,1.15
7775305,4,2015-09-21,2015-11-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,10,2.5
7763212,2,2015-10-05,2015-10-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.71
8548763,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
892124,49,2013-03-10,2015-10-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.51
2104280,10,2014-04-28,2015-10-18,98.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,strict,0.0,0.0,17,0.54
4134085,10,2014-11-18,2015-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,7,0.85
4930273,3,2015-03-09,2015-08-10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,1,0.37
5126182,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5454366,2,2015-03-17,2015-03-20,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,moderate,1.0,1.0,1,0.25
4233053,5,2014-11-09,2015-10-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,0.41
8671878,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
6328166,9,2015-05-19,2015-06-28,69.0,8.0,6.0,8.0,9.0,10.0,7.0,1.0,flexible,1.0,1.0,1,1.56
1003775,29,2013-06-22,2014-11-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.0
5602592,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8762621,2,2015-10-17,2015-10-25,90.0,10.0,8.0,10.0,10.0,9.0,8.0,1.0,moderate,1.0,1.0,1,2.0
2832008,9,2014-07-14,2015-10-27,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,17,0.56
33419,2,2015-10-13,2015-10-19,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,2.0
4036932,12,2015-03-14,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.51
890680,1,2013-03-14,2013-03-14,100.0,,,,,,,1.0,strict,1.0,1.0,1,0.03
7804785,5,2015-08-16,2015-10-19,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,2,1.79
6822718,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
793723,0,,,,,,,,,,1.0,strict,0.0,0.0,4,
5475507,10,2015-05-13,2015-10-27,86.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,1,1.68
5231382,6,2015-03-19,2015-10-27,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,2,0.77
8508004,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8489021,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
8932857,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8128787,3,2015-09-21,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.88
5431431,3,2015-03-18,2015-10-26,87.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.38
2637570,24,2015-03-24,2015-10-21,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,3,3.13
4771777,5,2015-01-19,2015-10-26,92.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,17,0.51
4069747,1,2015-10-12,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.0
4824833,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
359716,6,2013-01-23,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,0.18
158398,7,2012-03-15,2015-03-19,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,0.16
846780,71,2013-01-30,2015-11-01,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,2.1
8036917,1,2015-10-25,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,flexible,1.0,1.0,1,1.0
3731904,2,2015-10-05,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,flexible,1.0,1.0,1,1.71
4290459,5,2014-11-02,2015-10-12,92.0,10.0,8.0,10.0,9.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.4
2708394,3,2014-10-21,2015-10-09,93.0,9.0,9.0,9.0,8.0,10.0,9.0,1.0,strict,1.0,1.0,17,0.23
1420997,47,2013-10-15,2015-11-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.87
2253306,5,2014-03-12,2015-03-17,88.0,9.0,10.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,1,0.25
4855450,4,2015-03-16,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.51
1483284,9,2013-09-16,2015-05-26,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,0.34
8551388,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
2066860,10,2014-01-21,2015-05-31,84.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,7,0.46
927607,10,2013-03-17,2015-10-12,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,0.31
8604129,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7984680,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7900113,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
1401834,9,2014-01-01,2015-10-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.4
4331342,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5477417,3,2015-08-24,2015-10-13,87.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,moderate,1.0,1.0,2,1.18
9134741,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
6432625,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5375637,5,2015-03-24,2015-10-12,88.0,9.0,8.0,10.0,9.0,9.0,8.0,1.0,moderate,1.0,1.0,1,0.66
5590809,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8186947,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
3090769,17,2014-06-16,2015-08-24,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,7,1.0
704789,93,2012-10-08,2015-06-14,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,moderate,1.0,0.0,1,2.48
8088726,2,2015-10-05,2015-10-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,14,1.71
1688821,25,2013-10-07,2015-11-02,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,1,0.98
4189435,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8613434,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2349815,0,,,,,,,,,,1.0,flexible,1.0,1.0,2,
4163228,24,2014-10-14,2015-10-13,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.85
4125200,1,2015-03-16,2015-03-16,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.0,flexible,1.0,1.0,1,0.13
8170048,11,2015-09-06,2015-11-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,5.24
1688554,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
7670695,21,2015-08-04,2015-10-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,6.56
1422204,6,2015-07-05,2015-10-12,100.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.43
2363682,17,2014-03-07,2015-10-12,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,moderate,1.0,1.0,1,0.83
166561,218,2011-07-18,2015-10-17,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,2,4.15
4121762,40,2014-10-05,2015-10-22,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,0.0,0.0,8,3.0
4243259,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
